rank,startup,startup_logo,sr_score,description,location,
354,Spotahome,https://files.startupranking.com/startup/thumb/19140_05e907bceebe304426a15c51e9afd6ae71fc2609_spotahome_s.png,80408,"Experience Your New Home
                         -                                         Spotahome is a direct booking platform offering pe ...",Spain,
355,SpotHero,https://files.startupranking.com/startup/thumb/7165_07fb51183dff75d1b77429bb85d692f9c9836efe_spothero_s.png,80403,"Airbnb of Parking
                         -                                         SpotHero - Rent out your parking spot when you're  ...",United States,
356,YouDo,https://files.startupranking.com/startup/thumb/2937_c77adf7aa8f92a77530d370922f927853e3ccf1f_youdo_s.jpg,80392,"YouDo.com is a marketplace that helps consumers find and hire local professionals for home repairs.
                         -                                         YouDo helps you to quickly find reliable people wh ...",Russia,
357,Playfulbet,https://files.startupranking.com/startup/thumb/7907_c70f8fe8cf1153c0aac49ac9b76dc30d2a846734_playfulbet_s.png,80385,"Playfulbet operates a social sports gaming site that enables its users to bet about sports races, and matches.
                         -                                         Playfulbet is a social sports betting game. Juego  ...",Spain,
358,Bark.com,https://files.startupranking.com/startup/thumb/8986_c41cf96d139d4788316619afee83cfd710b6bb88_bark-com_s.jpeg,80379,"Bringing buyers and sellers together
                         -                                         Bark.com - Whatever you're looking for, from web d ...",United States,
360,Influencer Marketing Hub,https://files.startupranking.com/startup/thumb/36597_e13ee17059cfc245b393897d4e2bc5993beb32a4_influencer-marketing-hub_s.png,80374,"Top Influencers, Platforms and Case Studies
                         -                                         Influencer Marketing Hub is the leading Marketing  ...",Denmark,
359,Tuto,https://files.startupranking.com/startup/thumb/3110_03393110abe979b7334c426a2d231e522da449ea_tuto_s.jpg,80374,"In Tuto.com, we relate the authors of computer videos with people seeking training (you). All videos ...",France,
361,Liferay,https://files.startupranking.com/startup/thumb/2552_3d237e5e72a209e5f8430fc1d13cbe5df01af33d_liferay_s.jpg,80370,"Liferay makes software that helps companies create digital experiences on web, mobile and connected devices.
                         -                                         Liferay, Inc. is the provider of leading open sour ...",United States,
362,BitBounce,https://files.startupranking.com/startup/thumb/57116_2f71ad6da2bae5a8429f50c6fc551380ddc808a2_bitbounce_s.jpg,80369,"A Cryptocurrency Spam Solution
                         -                                         BitBounce allows you to charge people you don't kn ...",United States,
363,SDL,https://files.startupranking.com/startup/thumb/29689_8f83cd96dbbd3307b024aa1f366d75c68a804a1b_sdl_s.jpeg,80369,"Language Translation & Content Management Company
                         -                                         The SDL Online Translation Editor is an easy-to-us ...",United Kingdom,
364,Equipboard,https://files.startupranking.com/startup/thumb/550808_973a26b679569d7a86eb41deb91a1cbfa1837e1a_equipboard_s.jpeg,80354,"World's largest music gear database
                         -                                         Equipboard is a community-built database that brin ...",United States,
365,Blocket,https://files.startupranking.com/startup/thumb/5846_b10b19fa6709472690a8e83fa7965249ac22cdf4_blocket_s.jpg,80342,"Blocket AB, a subsidiary of Aftonbladet Hierta AB, operates a classified advertising website for private car and miscellaneous item sales.
                         -                                         Blocket - Where to find travel and trips.",Sweden,
366,Mailjet,https://files.startupranking.com/startup/thumb/2072_24cd8369b66b8f2ab1d855631980fa5728854b19_mailjet_s.png,80341,"Mailjet is a real-time cloud emailing platform that improves the deliverability of emails and allows users to track and monitor sent emails.
                         -                                         Mailjet is an all-in-one solution to send, track a ...",France,
367,Breezy HR,https://files.startupranking.com/startup/thumb/23513_ed04c8be2f477af7fd173611fc44dfd71e046ee0_breezy-hr_s.png,80328,"Modern your recruiting process
                         -                                         Recruiting software for small teams doing big thin ...",United States,
368,Tiendeo,https://files.startupranking.com/startup/thumb/8060_adcf19ab70182149a51a3fafc462fa1677658006_tiendeo_s.png,80317,"Tiendeo is an online platform that groups together digitalized and geolocalized catalogues and weekly ads of major retailers.
                         -                                         Tiendeo es una web y aplicación móvil donde se agr ...",Spain,
369,Clipchamp,https://files.startupranking.com/startup/thumb/20637_d41814298059b79a80b0dba3894a0274ecfbed87_clipchamp_s.jpeg,80311,"In-browser video tool suite
                         -                                         The Clipchamp video API brings video recording and ...",Australia,
370,Man of Many,https://files.startupranking.com/startup/thumb/22309_5bd581db5332ffbf814d04452e6418bf512b2f4b_man-of-many_s.png,80286,"The latest in products, culture & style.
                         -                                         Man of Many is a digital platform showcasing the l ...",Australia,
371,TripHobo,https://files.startupranking.com/startup/thumb/23596_19bdefd638e541e917f57325258f0111e39352e9_triphobo_s.png,80272,"trip planner,
                         -                                         Trip planning is made fun with TripHobo's smart an ...",India,
372,Pinshape,https://files.startupranking.com/startup/thumb/14317_282b978a3668e78d593f23ac6e809e43cbe4a0dd_pinshape_s.png,80269,"The premier 3D printing community
                         -                                         Pinshape is a community marketplace showcasing the ...",United States,
373,activeCollab,https://files.startupranking.com/startup/thumb/20293_b3db81d0d749d03ca7a54d711fb73a197539801c_activecollab_s.png,80265,"activeCollab - Take control of your work, manage your global team and boost productivity. Get things ...",Serbia,
374,Italist,https://files.startupranking.com/startup/thumb/19905_9b16b80b378ba80e7cb339601e024d5afe687012_italist_s.jpeg,80241,"Largest marketplace for Italian high end boutiques and emerging Italian brands
                         -                                         Italist - the biggest marketplace for Italian high ...",Italy,
375,ÜberConference,https://files.startupranking.com/startup/thumb/10921_ca5d45376fbd1064a8502731d302641a016208bc_uberconference_s.png,80223,"Changing how conference calling is done. #TCDisrupt
                         -                                         UberConference brings a whole new visual dimension ...",United States,
376,Cratejoy,https://files.startupranking.com/startup/thumb/8962_bd955f8e3bf30184eaa5198218df8467b5e9b47f_cratejoy_s.jpg,80202,"Cratejoy is a subscription eCommerce store builder.
                         -                                         Cratejoy is a website builder and eCommerce backen ...",United States,
377,Rebrandly,https://files.startupranking.com/startup/thumb/55746_2afcd7857264e06010a842f588baf38f3e3fced7_rebrandly_s.png,80184,"Custom URL Shortener for Sharing Branded Links
                         -                                         Rebrandly is the easiest way to create, share and  ...",Italy,
378,Mirillis,https://files.startupranking.com/startup/thumb/2884_759b3e4fb18e0ac769c2516f841197f6174426f7_mirillis_s.png,80168,"Mirillis company is determined to introduce a wide range of state-of-the-art playback, editing and t ...",Poland,
379,Rumah,https://files.startupranking.com/startup/thumb/2007_9bdd9829c556933b431af7f963b38dd6838fc20d_rumah_s.jpg,80128,"Rumah.com provides a search feature for many types of property: residential, commercial, and industrial.
                         -                                         Rumah.com is one of Indonesia’s top property listi ...",Indonesia,
380,Wooplr,https://files.startupranking.com/startup/thumb/7010_71077ef150354fdac776ebadf6f0f054a70fbcb2_wooplr_s.jpg,80121,"Social Shopping for Women
                         -                                         Wooplr is India's largest fashion community & soci ...",India,
381,Moqups,https://files.startupranking.com/startup/thumb/5785_a51433a21c3d650a184e97306028d4c75c1d96d0_moqups_s.png,80095,"Vectorial Mockups
                         -                                         Moqups is an unique app based on HTML5 and SVG tha ...",United States,
